Device_ID,Channel_ID,Test_Time,Step_ID,Cycle_ID,EIS_Test_ID,EIS_Data_Point,Frequency,Zmod,Zphz,Zreal,Zimg,OCV,AC_Amp_RMS,DC_Base,Driven_Type,Product_ID
48147147,1,6823.9079,4,1,0,0,10078.1298828125,0.00540369981899858,80.7459487915039,0.000868981704115868,0.0053333705291152,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,1,6328.125,0.00350339990109205,77.4852066040039,0.000759157643187791,0.00342015945352614,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,2,3984.375,0.0022966000251472,72.8771591186523,0.000676168012432754,0.00219480483792722,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,3,2527.57299804688,0.00154049997217953,66.1583633422852,0.000622685649432242,0.00140904320869595,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,4,1577.52404785156,0.0010669999755919,55.8873405456543,0.000598396989516914,0.000883408181834966,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,5,998.263977050781,0.000801099988166243,42.4502410888672,0.000591102638281882,0.000540702138096094,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,6,627.790222167969,0.000657500000670552,32.5006294250488,0.000554525991901755,0.000353280571289361,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,7,397.995300292969,0.000616499979514629,19.2054100036621,0.000582188891712576,0.000202801253180951,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,8,252.403793334961,0.000601099978666753,10.9906597137451,0.000590074749197811,0.000114599090011325,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,9,158.36149597168,0.000600899977143854,5.39977407455444,0.000598233367782086,5.65473237656988E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,10,100.446403503418,0.000608399976044893,1.76849603652954,0.000608110160101205,1.87759396794718E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,11,63.3446006774902,0.000619700003881007,-0.721819877624512,0.000619650818407536,-7.80685695644934E-06,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,12,39.7245788574219,0.000632799987215549,-2.50808310508728,0.000632193812634796,-2.76915361610008E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,13,24.9335098266602,0.000649199995677918,-3.89879202842712,0.00064769753953442,-4.41418706031982E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,14,15.8361501693726,0.000668600026983768,-4.91138982772827,0.000666145118884742,-5.72421813558321E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,15,9.93113994598389,0.000692599976900965,-5.66162109375,0.000689221371430904,-6.8327208282426E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,16,6.31738519668579,0.000717499991878867,-5.91885995864868,0.0007136749336496,-7.39885654184036E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,17,3.94570708274841,0.000744100019801408,-5.8495659828186,0.000740225426852703,-7.58363821660168E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,18,2.50400590896606,0.000767400022596121,-5.58568286895752,0.000763756223022938,-7.46942750993185E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,19,1.5846860408783,0.000787299999501556,-5.3743200302124,0.000783839088398963,-7.37401642254554E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,20,0.999041020870209,0.000806799973361194,-5.36796283721924,0.000803261704277247,-7.54774519009516E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,21,0.633445918560028,0.000821500027086586,-5.58988380432129,0.000817593478132039,-8.00199995865114E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,22,0.400640994310379,0.000841100001707673,-6.19554281234741,0.000836187449749559,-9.07732101040892E-05,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,23,0.252016097307205,0.000861199980136007,-7.37908411026001,0.000854067620821297,-0.000110606997623108,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,24,0.158898293972015,0.000885699992068112,-9.12501907348633,0.000874491175636649,-0.000140462478157133,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,25,0.100160300731659,0.000922099978197366,-11.5554399490356,0.000903410254977643,-0.000184711403562687,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,26,0.0631738975644112,0.000972100009676069,-14.7740602493286,0.000939961348194629,-0.000247893302002922,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,27,0.039825800806284,0.00104000000283122,-18.8826007843018,0.000984031008556485,-0.00033657529274933,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,28,0.0251205991953611,0.00114499998744577,-23.6386795043945,0.00104892556555569,-0.000459107861388475,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,29,0.0158521998673677,0.00129779998678714,-28.591739654541,0.00113953580148518,-0.000621082028374076,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6823.9079,4,1,0,30,0.0100010996684432,0.00150540005415678,-33.5305709838867,0.00125488825142384,-0.000831555633340031,3.30422258377075,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,17921.0663,7,1,1,0,10078.1298828125,0.00540640018880367,80.7660827636719,0.000867540773469955,0.00533634098246694,3.70156717300415,2.12163996696472,0,Galvanostatic,Gamry_1
