Device_ID,Channel_ID,Test_Time,Step_ID,Cycle_ID,EIS_Test_ID,EIS_Data_Point,Frequency,Zmod,Zphz,Zreal,Zimg,OCV,AC_Amp_RMS,DC_Base,Driven_Type,Product_ID
48147147,1,6600.6712,4,1,0,0,10078.1298828125,0.0125216003507376,86.2971878051758,0.000808661105111241,0.0124954609200358,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,1,6328.125,0.00795300025492907,84.5710983276367,0.000752437277697027,0.00791732594370842,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,2,3984.375,0.0050841998308897,82.1796035766602,0.000691798224579543,0.00503691425547004,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,3,2527.57299804688,0.00329039990901947,78.7791519165039,0.000640283105894923,0.0032275018747896,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,4,1577.52404785156,0.0021679000928998,73.1353530883789,0.000628933310508728,0.00207466469146311,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,5,998.263977050781,0.00136200000997633,63.1324501037598,0.000615528086200356,0.0012149770045653,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,6,627.790222167969,0.000989499967545271,55.8570098876953,0.000555366917978972,0.000818949192762375,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,7,397.995300292969,0.000753599975723773,39.9634704589844,0.000577599799726158,0.000484036572743207,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,8,252.403793334961,0.000654899980872869,26.1439800262451,0.000587896909564734,0.000288567505776882,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
48147147,1,6600.6712,4,1,0,9,158.36149597168,0.000621900020632893,15.0408802032471,0.000600594270508736,0.000161388132255524,3.3065333366394,2.12163996696472,0,Galvanostatic,Gamry_1
